# MIR2 authoritative database import — official 1.76 baseline (GEEM2 dump)
# source: https://github.com/cjlaaa/Mir2-GeeM2 @ 9981a8d7aecc (数据库/GEEM2.db.sql blob bfdc71d5943b7126a98604dca21bd62850f1cccc)
# generated by: java-server/scripts/extract-geem2-db.py — do not hand-edit; re-run the extractor
# note: rows in original dump order (= Idx order)
# note: duplicate StdItems name '火龙气焰' (idx 412 and 671); first row wins by-name lookup
# note: duplicate StdItems name '魔法头盔' (idx 65 and 265); first row wins by-name lookup
# columns: idx	name	stdMode	shape	weight	aniCount	source	reserved	looks	duraMax	ac	ac2	mac	mac2	dc	dc2	mc	mc2	sc	sc2	need	needLevel	price
255	万年雪霜	0	1	3	112	0	0	260	1	150	0	250	0	0	0	0	0	0	0	0	0	2500
256	金创药(小)包	31	102	7	0	0	0	399	0	0	0	0	0	0	0	0	0	0	0	0	0	440
257	魔法药(小)包	31	103	7	0	0	0	395	0	0	0	0	0	0	0	0	0	0	0	0	0	440
258	金创药(中)包	31	104	14	0	0	0	401	0	0	0	0	0	0	0	0	0	0	0	0	0	860
259	魔法药(中)包	31	105	14	0	0	0	397	0	0	0	0	0	0	0	0	0	0	0	0	0	860
260	地牢逃脱卷包	31	106	6	0	0	0	409	0	0	0	0	0	0	0	0	0	0	0	0	0	800
261	随机传送卷包	31	107	6	0	0	0	405	0	0	0	0	0	0	0	0	0	0	0	0	0	800
262	回城卷包	31	108	6	0	0	0	403	0	0	0	0	0	0	0	0	0	0	0	0	0	3200
263	行会回城卷包	31	109	6	0	0	0	407	0	0	0	0	0	0	0	0	0	0	0	0	0	6200
264	筹码包	31	110	14	0	0	0	390	0	0	0	0	0	0	0	0	0	0	0	0	0	6200
265	魔法头盔	15	0	4	0	0	0	100	8000	0	1	1	1	0	0	0	0	0	0	0	14	2000
266	求婚戒指	22	0	1	0	0	0	170	10000	0	0	0	0	0	0	0	0	0	0	0	0	1000
267	血剑	5	30	45	0	0	0	66	25000	0	0	0	0	15	20	0	0	0	0	0	40	15000
268	金砖	47	0	52	0	0	0	121	1	0	0	0	0	0	0	0	0	0	0	0	0	100
269	宝箱	47	0	20	0	0	0	122	1	0	0	0	0	0	0	0	0	0	0	0	0	100
270	护身符(大)	25	5	3	0	0	0	270	20000	0	0	0	0	0	0	0	0	0	0	0	0	1000
271	面条	1	0	1	0	0	0	412	1	0	0	0	0	0	0	0	0	0	0	0	0	10
272	圣战头盔	15	0	20	0	0	0	104	7000	4	5	2	3	0	1	0	0	0	0	1	40	35000
273	法神头盔	15	0	2	0	0	0	101	7000	4	4	1	2	0	0	0	1	0	0	2	28	35000
274	天尊头盔	15	0	3	0	0	0	102	7000	4	4	1	2	0	0	0	0	0	1	3	25	35000
275	圣战手镯	26	0	2	0	0	0	196	7000	0	1	0	0	2	3	0	0	0	0	1	40	35000
276	法神手镯	26	0	1	0	0	0	197	7000	0	1	0	0	0	0	0	4	0	0	2	28	35000
277	天尊手镯	26	0	1	0	0	0	195	7000	1	2	0	0	0	0	0	0	1	4	3	25	35000
278	圣战戒指	22	0	2	0	0	0	147	7000	0	0	0	1	0	7	0	0	0	0	1	40	35000
279	法神戒指	22	0	1	0	0	0	158	7000	0	0	0	1	0	0	1	6	0	0	2	28	35000
280	天尊戒指	22	0	1	0	0	0	157	7000	0	0	0	1	0	0	0	0	2	7	3	25	35000
281	圣战项链	20	0	2	0	0	0	229	7000	0	0	0	0	3	6	0	0	0	0	1	40	35000
282	法神项链	20	0	1	0	0	0	226	7000	1	2	0	0	0	0	1	8	0	0	2	28	35000
283	天尊项链	20	0	1	0	0	0	234	7000	1	2	0	0	0	0	0	0	2	7	3	25	35000
284	罗刹	5	7	30	0	0	0	40	25000	0	0	0	0	15	0	0	0	0	0	0	15	10000
285	攻击神水	3	12	3	0	0	0	425	0	0	0	0	180	5	0	0	0	0	0	0	0	500
286	魔力神水	3	12	3	0	0	0	423	0	0	0	0	180	0	0	3	0	0	0	0	0	500
287	精神神水	3	12	3	0	0	0	421	0	0	0	0	180	0	0	0	0	3	0	0	0	500
288	极速神水	3	12	3	0	0	0	420	0	0	1	0	180	0	0	0	0	0	0	0	0	500
289	体力强效神水	3	12	3	0	0	0	424	0	50	0	0	120	0	0	0	0	0	0	0	0	500
290	魔力强效神水	3	12	3	0	0	0	422	0	0	0	50	120	0	0	0	0	0	0	0	0	500
291	金条包	47	0	50	0	0	0	121	1	0	0	0	0	0	0	0	0	0	0	0	0	100000
292	金盒	47	0	110	0	0	0	122	1	0	0	0	0	0	0	0	0	0	0	0	0	100000
293	赤血魔剑	5	30	22	0	0	12	66	23000	0	1	0	0	14	14	3	3	3	3	0	35	20000
294	魔血戒指	22	133	2	25	0	0	430	4000	0	0	0	0	1	3	0	0	0	0	0	33	10000
295	魔血手镯	26	134	2	25	0	0	429	4000	0	0	0	0	0	0	0	0	1	1	0	33	10000
296	魔血项链	20	135	2	25	0	0	428	4000	0	0	0	0	0	0	1	3	0	0	0	33	10000
297	虹魔戒指	22	136	2	5	0	0	433	4000	0	0	0	0	2	2	0	0	0	0	0	33	10000
298	虹魔手镯	26	137	2	5	0	0	434	4000	0	0	0	0	0	0	0	0	0	2	0	33	10000
299	虹魔项链	20	138	2	5	0	0	432	4000	0	0	0	0	0	0	0	4	0	0	0	33	10000
300	血剑碎片	41	1	1	0	0	0	444	4000	0	0	0	0	0	0	0	0	0	0	0	1	500
301	道神戒指	22	0	2	0	0	0	438	4000	0	0	0	0	0	0	0	0	0	0	0	37	10000
302	道神手镯	26	0	2	0	0	0	436	4000	0	0	0	0	0	0	0	0	0	0	0	37	10000
303	道神项链	20	0	2	0	0	0	437	4000	0	0	0	0	0	0	0	0	0	0	0	37	10000
304	玉水晶	44	1	5	0	0	0	447	0	0	0	0	0	0	0	0	0	0	0	0	0	500
305	血魔心脏	44	1	5	0	0	0	448	0	0	0	0	0	0	0	0	0	0	0	0	0	500
306	魔血油	44	1	5	0	0	0	446	0	0	0	0	0	0	0	0	0	0	0	0	0	500
307	红蛇果	44	1	5	0	0	0	426	0	0	0	0	0	0	0	0	0	0	0	0	0	500
308	火炬	30	0	3	0	0	0	131	50000	0	0	0	0	0	0	0	0	0	0	0	0	2000
309	星王冠	15	0	1	0	0	0	105	10000	5	5	5	5	0	0	0	0	0	0	0	0	1000
310	荣誉勋章11号	30	0	0	0	0	0	393	50000	0	1	0	0	0	0	0	0	0	0	0	28	1000
311	荣誉勋章12号	30	0	0	0	0	0	393	50000	0	0	0	1	0	0	0	0	0	0	0	28	1000
312	荣誉勋章13号	30	0	0	0	0	0	393	50000	0	0	0	0	0	1	0	0	0	0	0	28	1000
313	荣誉勋章14号	30	0	0	0	0	0	393	50000	0	0	0	0	0	0	0	1	0	0	0	28	1000
314	荣誉勋章15号	30	0	0	0	0	0	393	50000	0	0	0	0	0	0	0	0	0	1	0	28	1000
315	荣誉勋章21号	30	0	0	0	0	0	393	50000	0	2	0	0	0	0	0	0	0	0	0	28	1000
316	荣誉勋章22号	30	0	0	0	0	0	393	50000	0	0	0	2	0	0	0	0	0	0	0	28	1000
317	荣誉勋章23号	30	0	0	0	0	0	393	50000	0	0	0	0	0	2	0	0	0	0	0	28	1000
318	荣誉勋章24号	30	0	0	0	0	0	393	50000	0	0	0	0	0	0	0	2	0	0	0	28	1000
319	荣誉勋章25号	30	0	0	0	0	0	393	50000	0	0	0	0	0	0	0	0	0	2	0	28	1000
320	荣誉勋章31号	30	0	0	0	0	0	393	50000	1	2	0	0	0	0	0	0	0	0	0	28	1000
321	荣誉勋章32号	30	0	0	0	0	0	393	50000	0	0	1	2	0	0	0	0	0	0	0	28	1000
322	荣誉勋章33号	30	0	0	0	0	0	393	50000	0	0	0	0	1	2	0	0	0	0	0	28	1000
323	荣誉勋章34号	30	0	0	0	0	0	393	50000	0	0	0	0	0	0	1	2	0	0	0	28	1000
324	荣誉勋章35号	30	0	0	0	0	0	393	50000	0	0	0	0	0	0	0	0	1	2	0	28	1000
325	荣誉勋章41号	30	0	0	0	0	0	393	50000	1	3	0	0	0	0	0	0	0	0	0	28	1000
326	荣誉勋章42号	30	0	0	0	0	0	393	50000	0	0	1	3	0	0	0	0	0	0	0	28	1000
327	荣誉勋章43号	30	0	0	0	0	0	393	50000	0	0	0	0	1	3	0	0	0	0	0	28	1000
328	荣誉勋章44号	30	0	0	0	0	0	393	50000	0	0	0	0	0	0	1	3	0	0	0	28	1000
329	荣誉勋章45号	30	0	0	0	0	0	393	50000	0	0	0	0	0	0	0	0	1	3	0	28	1000
330	怒斩	6	32	22	0	0	0	70	18000	0	0	0	0	5	16	1	8	0	0	0	36	35000
331	龙牙	5	31	64	0	0	0	69	30000	0	0	0	0	5	32	0	0	0	0	0	36	35000
332	逍遥扇	5	33	12	0	-4	0	71	18000	0	2	0	0	2	16	0	0	3	6	0	36	38000
333	留香	5	33	1	0	0	0	71	50000	1	0	0	0	0	0	0	0	0	0	0	0	100
334	鬼面铠甲(男)	10	6	62	0	0	0	85	35000	6	20	3	6	0	0	0	0	0	0	0	40	50000
335	火龙魔衣(男)	10	7	19	0	0	0	86	24000	4	12	5	8	0	0	0	6	0	0	0	40	50000
336	玄天宝衣(男)	10	8	33	0	0	0	87	28000	5	15	4	7	0	0	0	0	0	6	0	40	50000
337	鬼面铠甲(女)	11	6	62	0	0	0	88	35000	6	20	3	6	0	0	0	0	0	0	0	40	50000
338	火龙魔衣(女)	11	7	19	0	0	0	89	24000	4	12	5	8	0	0	0	6	0	0	0	40	50000
339	玄天宝衣(女)	11	8	33	0	0	0	90	28000	5	15	4	7	0	0	0	0	0	6	0	40	50000
340	参赛证	30	0	1	0	0	0	274	100000	0	0	0	0	0	0	0	0	0	0	0	0	0
341	大风起兮云飞扬	5	33	1	0	0	0	71	10000	0	0	0	0	0	0	0	0	0	0	0	11	100
342	几施经略挫雄豪	5	33	1	0	0	0	71	10000	0	0	0	0	0	0	0	0	0	0	0	11	100
343	天下谁人不识君	5	33	1	0	0	0	71	10000	0	0	0	0	0	0	0	0	0	0	0	11	100
344	雏凤清于老凤声	5	33	1	0	0	0	71	10000	0	0	0	0	0	0	0	0	0	0	0	11	100
345	人生乐在相知心	5	33	1	0	0	0	71	10000	0	0	0	0	0	0	0	0	0	0	0	11	100
346	只羡鸳鸯不羡仙	5	33	1	0	0	0	71	10000	0	0	0	0	0	0	0	0	0	0	0	11	100
347	一代红装照汗青	5	33	1	0	0	0	71	10000	0	0	0	0	0	0	0	0	0	0	0	11	100
348	勋章之心	44	1	5	0	0	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	500
349	绿宝石矿	43	0	4	0	0	0	282	10000	0	0	0	0	0	0	0	0	0	0	0	0	1000
350	紫水晶矿	43	0	4	0	0	0	283	10000	0	0	0	0	0	0	0	0	0	0	0	0	1000
351	幻境凭证	44	1	5	0	0	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	500
352	魔血石(大)	7	3	1	0	0	0	1026	20000	0	0	1	0	0	0	0	0	0	0	0	1	5000
353	狮子吼	4	0	1	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	20000
354	寒冰掌	4	1	1	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	10000
355	灭天火	4	1	1	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	20000
356	气功波	4	2	1	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	10000
357	无极真气	4	2	1	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	20000
358	开天斩	4	0	1	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	20000
359	逐日剑法	4	0	1	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	30000
360	流星火雨	4	1	1	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	30000
361	噬血术	4	2	1	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	30000
362	召唤月灵	4	2	1	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	20000
363	英雄基本剑术	4	0	1	95	0	0	1144	7	0	0	0	0	0	0	0	0	0	0	0	0	500
364	英雄攻杀剑术	4	0	1	95	0	0	1144	15	0	0	0	0	0	0	0	0	0	0	0	0	2000
365	英雄刺杀剑术	4	0	1	95	0	0	1144	22	0	0	0	0	0	0	0	0	0	0	0	0	5000
366	英雄半月弯刀	4	0	1	95	0	0	1144	26	0	0	0	0	0	0	0	0	0	0	0	0	8000
367	英雄野蛮冲撞	4	0	1	95	0	0	1144	30	0	0	0	0	0	0	0	0	0	0	0	0	8000
368	英雄烈火剑法	4	0	1	95	0	0	1144	35	0	0	0	0	0	0	0	0	0	0	0	0	20000
369	英雄狮子吼	4	0	1	95	0	0	1144	36	0	0	0	0	0	0	0	0	0	0	0	0	20000
370	英雄开天斩	4	0	1	95	0	0	1144	38	0	0	0	0	0	0	0	0	0	0	0	0	20000
371	英雄逐日剑法	4	0	1	95	0	0	1144	47	0	0	0	0	0	0	0	0	0	0	0	0	30000
372	英雄火球术	4	1	1	95	0	0	1144	7	0	0	0	0	0	0	0	0	0	0	0	0	500
373	英雄抗拒火环	4	1	1	95	0	0	1144	12	0	0	0	0	0	0	0	0	0	0	0	0	500
374	英雄诱惑之光	4	1	1	95	0	0	1144	13	0	0	0	0	0	0	0	0	0	0	0	0	1000
375	英雄地狱火	4	1	1	95	0	0	1144	16	0	0	0	0	0	0	0	0	0	0	0	0	1000
376	英雄雷电术	4	1	1	95	0	0	1144	17	0	0	0	0	0	0	0	0	0	0	0	0	1000
377	英雄大火球	4	1	1	95	0	0	1144	15	0	0	0	0	0	0	0	0	0	0	0	0	2000
378	英雄瞬息移动	4	1	1	95	0	0	1144	19	0	0	0	0	0	0	0	0	0	0	0	0	2000
379	英雄爆裂火焰	4	1	1	95	0	0	1144	22	0	0	0	0	0	0	0	0	0	0	0	0	3000
380	英雄火墙	4	1	1	95	0	0	1144	24	0	0	0	0	0	0	0	0	0	0	0	0	3000
381	英雄疾光电影	4	1	1	95	0	0	1144	26	0	0	0	0	0	0	0	0	0	0	0	0	10000
382	英雄地狱雷光	4	1	1	95	0	0	1144	30	0	0	0	0	0	0	0	0	0	0	0	0	8000
383	英雄魔法盾	4	1	1	95	0	0	1144	31	0	0	0	0	0	0	0	0	0	0	0	0	10000
384	英雄圣言术	4	1	1	95	0	0	1144	32	0	0	0	0	0	0	0	0	0	0	0	0	10000
385	英雄冰咆哮	4	1	1	95	0	0	1144	35	0	0	0	0	0	0	0	0	0	0	0	0	20000
386	英雄寒冰掌	4	1	1	95	0	0	1144	28	0	0	0	0	0	0	0	0	0	0	0	0	20000
387	英雄灭天火	4	1	1	95	0	0	1144	38	0	0	0	0	0	0	0	0	0	0	0	0	20000
388	英雄分身术	4	1	1	95	0	0	1144	41	0	0	0	0	0	0	0	0	0	0	0	0	20000
389	英雄流星火雨	4	1	1	95	0	0	1144	47	0	0	0	0	0	0	0	0	0	0	0	0	30000
390	英雄治愈术	4	2	1	95	0	0	1144	7	0	0	0	0	0	0	0	0	0	0	0	0	500
391	英雄精神战法	4	2	1	95	0	0	1144	9	0	0	0	0	0	0	0	0	0	0	0	0	500
392	英雄施毒术	4	2	1	95	0	0	1144	14	0	0	0	0	0	0	0	0	0	0	0	0	1000
393	英雄灵魂火符	4	2	1	95	0	0	1144	18	0	0	0	0	0	0	0	0	0	0	0	0	1000
394	英雄召唤骷髅	4	2	1	95	0	0	1144	19	0	0	0	0	0	0	0	0	0	0	0	0	2000
395	英雄隐身术	4	2	1	95	0	0	1144	20	0	0	0	0	0	0	0	0	0	0	0	0	2000
396	英雄集体隐身	4	2	1	95	0	0	1144	21	0	0	0	0	0	0	0	0	0	0	0	0	3000
397	英雄幽灵盾	4	2	1	95	0	0	1144	22	0	0	0	0	0	0	0	0	0	0	0	0	5000
398	英雄神圣战甲	4	2	1	95	0	0	1144	25	0	0	0	0	0	0	0	0	0	0	0	0	10000
399	英雄心灵启示	4	2	1	95	0	0	1144	23	0	0	0	0	0	0	0	0	0	0	0	0	5000
400	英雄困魔咒	4	2	1	95	0	0	1144	28	0	0	0	0	0	0	0	0	0	0	0	0	8000
401	英雄气功波	4	2	1	95	0	0	1144	27	0	0	0	0	0	0	0	0	0	0	0	0	10000
402	英雄群体治疗	4	2	1	95	0	0	1144	31	0	0	0	0	0	0	0	0	0	0	0	0	10000
403	英雄召唤神兽	4	2	1	95	0	0	1144	35	0	0	0	0	0	0	0	0	0	0	0	0	20000
404	英雄无极真气	4	2	1	95	0	0	1144	33	0	0	0	0	0	0	0	0	0	0	0	0	20000
405	英雄召唤月灵	4	2	1	95	0	0	1144	38	0	0	0	0	0	0	0	0	0	0	0	0	20000
406	英雄噬血术	4	2	1	95	0	0	1144	47	0	0	0	0	0	0	0	0	0	0	0	0	30000
407	破魂斩	4	99	1	98	0	0	1144	30	0	0	0	0	0	0	0	0	0	0	0	0	80000
408	劈星斩	4	99	1	98	0	0	1144	30	0	0	0	0	0	0	0	0	0	0	0	0	80000
409	雷霆一击	4	99	1	98	0	0	1144	30	0	0	0	0	0	0	0	0	0	0	0	0	80000
410	噬魂沼泽	4	99	1	98	0	0	1144	30	0	0	0	0	0	0	0	0	0	0	0	0	80000
411	末日审判	4	99	1	98	0	0	1144	30	0	0	0	0	0	0	0	0	0	0	0	0	80000
412	火龙气焰	4	99	1	98	0	0	1144	30	0	0	0	0	0	0	0	0	0	0	0	0	80000
413	修复神水	2	9	1	0	0	0	120	10000	0	0	0	0	0	0	0	0	0	0	0	1	20000
414	布鞋	62	0	1	1	0	0	560	6000	0	1	0	0	0	0	0	0	0	0	0	7	3000
415	鹿皮靴	62	0	2	4	0	0	561	8000	0	0	0	0	0	0	0	0	0	0	0	14	5000
416	紫绸靴	62	0	1	3	0	0	562	6000	0	1	0	0	0	0	0	0	0	0	0	19	7000
417	避魂靴	62	0	3	6	0	0	563	10000	0	0	0	0	0	0	0	0	0	0	0	24	10000
418	兽皮腰带	64	0	1	0	0	0	550	6000	0	1	0	0	0	0	0	0	0	0	0	9	3000
419	铁腰带	64	0	2	0	0	0	551	8000	0	1	0	1	0	0	0	0	0	0	0	16	5000
420	青铜腰带	64	0	2	0	0	0	552	8000	1	1	0	0	0	0	0	0	0	0	0	18	6000
421	钢铁腰带	64	0	3	0	0	0	553	8000	1	2	0	0	0	0	0	0	0	0	0	23	9000
422	独孤九剑	5	34	73	0	0	0	72	35000	0	0	0	0	6	50	0	0	0	0	0	43	80000
423	映邪天神	5	35	26	0	0	0	73	20000	0	0	0	0	7	25	3	13	0	0	0	43	80000
424	太极慧剑	5	36	44	0	-4	0	74	25000	0	1	0	0	8	31	0	0	3	10	0	43	80000
425	天衣无缝(男)	10	9	11	1	0	0	590	60000	15	22	6	12	0	5	0	9	0	9	0	20	50000
426	天衣无缝(女)	11	9	11	1	0	0	591	60000	15	22	6	12	0	5	0	9	0	9	0	20	50000
427	水波项链	20	0	3	0	0	0	682	8000	0	0	0	0	2	6	0	0	0	0	0	40	30000
428	金刚铃项链	20	0	1	0	0	0	683	8000	0	0	0	0	0	0	1	7	0	0	0	40	30000
429	镇魂项链	20	0	2	0	0	0	684	8000	0	2	0	0	0	0	0	0	1	8	0	40	30000
430	八极手镯	26	0	2	0	0	0	676	8000	0	2	0	0	1	3	0	0	0	0	0	35	25000
431	抗魔手镯	26	0	1	0	0	0	678	7000	0	0	0	2	0	0	0	3	0	0	0	35	25000
432	伏魔手镯	26	0	1	0	0	0	680	8000	0	0	0	0	0	1	0	0	1	3	0	35	25000
433	白驼臂铠	26	0	3	0	0	0	677	10000	0	2	0	2	0	3	0	0	0	0	0	37	28000
434	魂锁护腕	26	0	1	0	0	0	679	7000	0	2	0	0	0	0	0	4	0	0	0	37	28000
435	太极护腕	26	0	1	0	0	0	681	8000	0	2	0	0	1	1	0	0	1	3	0	37	28000
436	沃玛指环	22	0	2	0	0	0	671	7000	0	1	0	0	0	7	0	0	0	0	0	37	28000
437	鬼刃指环	22	0	1	0	0	0	673	6000	0	1	0	0	0	0	0	5	0	0	0	37	28000
438	心意指环	22	0	1	0	0	0	674	6000	0	2	0	0	0	3	0	0	1	3	0	37	28000
439	无极戒指	22	0	2	0	0	0	670	7000	0	0	0	0	0	8	0	0	0	0	1	54	25000
440	雷雳戒指	22	0	1	0	0	0	672	6000	0	0	0	0	0	0	0	6	0	0	2	32	25000
441	太极戒指	22	0	1	0	0	0	675	6000	0	0	0	0	0	2	0	0	0	6	3	30	25000
442	黑狐项链	20	0	2	0	0	0	1072	8000	0	0	0	0	3	6	0	0	0	0	0	44	32000
443	黑月神璎	20	0	3	0	0	0	1075	8000	0	0	0	0	3	7	0	0	0	0	0	49	35000
444	红狐项链	20	0	1	0	0	0	1073	6000	0	0	0	0	0	0	1	7	0	0	0	44	32000
445	赤月神璎	20	0	1	0	0	0	1076	6000	0	0	0	0	0	0	1	8	0	0	0	49	35000
446	蓝狐项链	20	0	1	0	0	0	1074	7000	0	0	0	0	1	1	0	0	1	7	0	44	32000
447	悲月神璎	20	0	2	0	0	0	1077	7000	0	0	0	0	1	2	0	0	1	8	0	49	35000
448	黑狐护腕	26	0	2	0	0	0	1066	8000	0	1	0	3	1	3	0	0	0	0	0	42	30000
449	黑月臂铠	26	0	3	0	0	0	1069	8000	0	1	1	3	1	4	0	0	0	0	0	47	33000
450	红狐护腕	26	0	1	0	0	0	1067	6000	0	0	0	3	0	0	1	3	0	0	0	42	30000
451	紫缎臂铠	26	0	1	0	0	0	1070	6000	0	0	1	3	0	0	1	4	0	0	0	47	33000
452	蓝狐护腕	26	0	1	0	0	0	1068	7000	0	0	0	0	1	1	0	0	1	4	0	42	30000
453	苍绸臂铠	26	0	2	0	0	0	1071	7000	0	0	0	0	1	2	0	0	1	5	0	47	33000
454	黑狐戒指	22	0	2	0	0	0	1060	7000	0	0	0	1	1	7	0	0	0	0	0	40	28000
455	墨素指环	22	0	2	0	0	0	1063	7000	0	0	0	1	1	8	0	0	0	0	0	45	30000
456	红狐戒指	22	0	1	0	0	0	1061	5000	0	0	0	1	0	0	1	5	0	0	0	40	28000
457	红花指环	22	0	1	0	0	0	1064	5000	0	0	0	1	0	0	1	6	0	0	0	45	30000
458	蓝狐戒指	22	0	1	0	0	0	1062	6000	0	0	0	0	1	3	0	0	1	4	0	40	28000
459	素雪指环	22	0	1	0	0	0	1065	6000	0	0	0	0	1	4	0	0	1	5	0	45	30000
460	破凰天魔衣(男)	10	11	20	50	0	0	596	50000	8	24	3	12	1	4	0	6	0	6	0	48	40000
461	破凰天魔衣(女)	11	11	20	50	0	0	606	50000	8	24	3	12	1	4	0	6	0	6	0	48	40000
462	祖玛裁决之杖	6	24	75	0	0	0	55	32000	0	0	0	2	0	33	0	0	0	0	0	29	40000
463	封魔屠龙	5	26	99	0	0	0	57	33000	0	0	0	2	5	35	0	0	0	0	0	34	50000
464	祖玛骨玉权杖	6	28	20	0	0	0	59	18000	0	0	0	0	6	12	1	6	0	0	0	29	50000
465	封魔嗜魂法杖	6	27	26	0	0	0	58	10000	0	0	0	0	6	13	2	6	0	0	0	34	50000
466	祖玛无极棍	5	21	15	0	-2	0	52	25000	0	1	0	0	2	18	0	0	2	4	0	29	40000
467	封魔龙纹剑	5	25	40	0	0	0	56	22000	0	1	0	0	8	20	0	0	2	4	0	34	50000
468	天龙神型夺命剑	5	37	15	0	0	0	828	60000	0	1	0	12	17	72	9	28	8	25	0	20	100000
469	天龙不死衣(男)	10	10	11	3	0	0	595	60000	16	25	7	15	2	7	2	9	2	9	0	20	100000
470	天龙不死衣(女)	11	10	11	3	0	0	605	60000	16	25	7	15	2	7	2	9	2	9	0	20	100000
471	天龙燕月神	19	0	1	0	0	0	823	9000	0	3	0	0	7	13	5	11	5	11	0	20	100000
472	天龙狂魔轮	26	0	1	0	0	0	826	8000	3	6	0	0	6	11	5	9	4	9	0	20	100000
473	天龙魂世环	22	0	1	0	0	0	824	8000	0	0	1	2	4	12	3	10	3	10	0	20	100000
474	天龙除魂帽	15	0	2	0	0	0	827	10000	4	9	3	6	1	4	2	3	2	3	0	20	100000
475	天龙神形步	62	0	1	17	0	0	821	10000	2	4	0	0	1	2	1	2	1	2	0	20	100000
476	天龙反向带	64	0	1	0	0	0	825	10000	2	6	2	3	0	0	0	0	0	0	0	20	100000
477	护心丹	44	1	1	0	0	0	1078	1	0	0	0	0	0	0	0	0	0	0	0	1	1000
478	超级护身符	25	5	5	0	0	0	270	60000	0	0	0	0	0	0	0	0	0	0	0	0	5500
479	超级灰色药粉	25	1	5	0	0	0	251	60000	0	0	0	0	0	0	0	0	0	0	0	0	60000
480	超级黄色药粉	25	2	5	0	0	0	250	60000	0	0	0	0	0	0	0	0	0	0	0	0	60000
481	分身术	4	1	1	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	30000
482	气血石(小)	7	1	1	0	0	0	991	4000	1	0	0	0	0	0	0	0	0	0	0	1	5000
483	气血石(中)	7	1	1	0	0	0	992	9000	1	0	0	0	0	0	0	0	0	0	0	1	5000
484	气血石(大)	7	1	1	0	0	0	993	20000	1	0	0	0	0	0	0	0	0	0	0	1	5000
485	幻魔石(小)	7	2	1	0	0	0	995	6000	0	0	1	0	0	0	0	0	0	0	0	1	5000
486	幻魔石(中)	7	2	1	0	0	0	996	14000	0	0	1	0	0	0	0	0	0	0	0	1	5000
487	幻魔石(大)	7	2	1	0	0	0	997	32000	0	0	1	0	0	0	0	0	0	0	0	1	5000
488	魔血石(小)	7	3	1	0	0	0	1028	10000	0	0	1	0	0	0	0	0	0	0	0	1	5000
489	魔血石(中)	7	3	1	0	0	0	1027	15000	0	0	1	0	0	0	0	0	0	0	0	1	5000
490	比奇传送石	2	1	1	17	0	0	999	20000	0	0	0	0	0	0	0	0	0	0	0	0	20000
491	盟重传送石	2	1	1	18	0	0	1010	20000	0	0	0	0	0	0	0	0	0	0	0	0	20000
492	随机传送石	2	2	1	0	0	0	1025	50000	0	0	0	0	0	0	0	0	0	0	0	0	20000
493	双倍秘籍	31	0	1	31	0	0	989	0	0	0	0	0	0	0	0	0	0	0	0	0	5000
494	双倍宝典	31	0	1	32	0	0	989	0	0	0	0	0	0	0	0	0	0	0	0	0	5000
495	召唤强化卷	2	1	1	33	0	0	998	5000	0	0	0	0	0	0	0	0	0	0	0	0	5000
496	虎卫卷轴	2	1	1	34	0	0	1011	3000	0	0	0	0	0	0	0	0	0	0	0	0	5000
497	太阳水捆药绳	2	1	1	14	0	0	1006	20000	0	0	0	0	0	0	0	0	0	0	0	0	100000
498	雪霜捆药绳	2	1	1	15	0	0	1006	10000	0	0	0	0	0	0	0	0	0	0	0	0	5000
499	疗伤药捆药绳	2	1	1	16	0	0	1006	10000	0	0	0	0	0	0	0	0	0	0	0	0	5000
500	强效太阳水包	31	111	25	3	0	0	1007	0	0	0	0	0	0	0	0	0	0	0	0	0	12200
501	万年雪霜包	31	112	20	3	0	0	1008	0	0	0	0	0	0	0	0	0	0	0	0	0	15200
502	疗伤药包	31	113	25	3	0	0	1009	0	0	0	0	0	0	0	0	0	0	0	0	0	12200
503	龙鳞	44	1	1	0	0	0	822	1	0	0	0	0	0	0	0	0	0	0	0	1	1000
504	邪眼骷髅	44	1	1	0	0	0	859	1	0	0	0	0	0	0	0	0	0	0	0	1	20000
505	金创药(特量)	0	0	4	114	0	0	813	1	150	0	0	0	0	0	0	0	0	0	0	1	250
506	魔法药(特量)	0	0	4	115	0	0	814	1	0	0	240	0	0	0	0	0	0	0	0	1	250
507	金创药(巨量)	0	0	1	116	0	0	23	1	210	0	0	0	0	0	0	0	0	0	0	1	1100
508	魔法药(巨量)	0	0	1	117	0	0	24	1	0	0	320	0	0	0	0	0	0	0	0	1	1100
